,Job Title,Company,Date Posted,Post Link,Description
157,Senior Staff Systems Engineer,Reperio Human Capital Ltd,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Senior-Staff-Systems-Engineer-8782555.aspx,"You'll also need to be someone with rock solid scripting skills in Python or Ruby. In an ideal world, you'll also be a strong python developer, but if you work in Linux engineering and would have excellent scripting skills then we'd still want to hear from you. * Excellent scripting skills in Python or Ruby - Linux Python DevOps"
158,Senior Software Engineer (Java/Spring),Recruiters – Looking For You,Updated 25/04/2022,https://www.irishjobs.ie/Jobs/Senior-Software-Engineer-Java-Spring-8775845.aspx,"Languages: Groovy, Kotlin, Clojure, Javascript, Swift/Objective-C, Python Want to work for a Global Technology US Multinational with EMEA HQ in Dublin, in this role you will be working alongside talented product managers, software engineers, UX designers and our site reliability engineering team in a highly AGILE Environment."
159,DevOps Engineer,Recruiters – Looking For You,Updated 07/05/2022,https://www.irishjobs.ie/Jobs/DevOps-Engineer-8774503.aspx,"Python AWS Jenkins Terraform - How would you like to work with a company that makes the internet a safer and fairer place to be? This sophisticated cybersecurity company is looking - This sophisticated cybersecurity company is looking for a DevOps Engineer to join their robust team who are specializing in cloud, IoT, and driven network detection."
160,Senior Data Engineer,Reperio Human Capital Ltd,Updated 25/04/2022,https://www.irishjobs.ie/Jobs/Senior-Data-Engineer-8776305.aspx,"Programming experience in Python and/or Java - This We're working exclusively with a global multimedia company who have ambitious plans to expand their IT presence in Ireland. This company is a leading provider of cutting-edge solutions, services and content and they are the current trend setters within their industry"
161,Technical Solutions Engineer,Red Chair Recruitment,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/Technical-Solutions-Engineer-8779900.aspx,"Knowledge and practice of Unix/SQL/Scripting (Python, Bash) Problem-solving, Java, C++, Unix/SQL/Scripting (Python, Bash), Performance Analysis, R&D - Java C++ Performance Analysis R&D Scripting Python Candidates will have between 2 and 4 years within a technical role that might include a mix of software development, testing, design, support, etc."
162,IT Information Security Analyst - Associate,UPMC Ireland,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/IT-Information-Security-Analyst-Associate-8783185.aspx,"Ability to automate and script tasks (e.g. Python, PowerShell, BASH). UPMC Do you want to change the face of healthcare? UPMC’s Global Technology Operations Centre (GTOC) is enabling the next generation of healthcare - Do you want to change the face of healthcare?"
163,Senior Software Engineers - New Digital Healthcare Solutions,Stelfox,Updated 28/04/2022,https://www.irishjobs.ie/Jobs/Senior-Software-Engineers-New-Digital-8770655.aspx,"Nodejs/Java/Python engineers with API Management and/or API Gateway experience - Apigee, Kong, OpenAPI or others * Strong Java coding experience as primarily language (Java8/11/13) with an additional language as added bonus such as Nodejs, Python, Javascript."
164,Full Stack Engineer,Stelfox,Updated 27/04/2022,https://www.irishjobs.ie/Jobs/Full-Stack-Engineer-8777156.aspx,"More specifically you will work with the team that is responsible for building integrations between our client and their partner video conferencing apps, content platforms and productivity apps using Python (Django) and Typescript in React."
165,Software Engineer - Integrations (Remote),Stelfox,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Software-Engineer-Integrations-Remote-8779685.aspx,"1-3 years of Python knowledge & experience. * Firm understanding of backend development, including Python, Jinja 2 template language, Stelfox has exclusively partnered with a leading SaaS-based ITAM solutions provider delivering global IT Asset Management services to enterprise-level, SME, and pre-IPO customers."
166,Senior Software Engineer - Backend,WP Engine Ireland Limited,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Senior-Software-Engineer-Backend-8773899.aspx,"Proficient programming in Go, Python, PHP, and/or Ruby - It's fun to work in a company where people truly BELIEVE in what they're doing! We're committed to bringing passion and customer focus to the - We're committed to bringing passion and customer focus to the business. We are on a mission to help our customers win online."
167,Head of Engineering- Fully Remote,Trust in Soda,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Head-of-Engineering-Fully-Remote-8781259.aspx,Tech Skills are predominantly Python/React focused but you don't necessarily need this experience. Head of Engineering Saas Company Fully remote One of Ireland Fastest Growing Saas based companies is expanding and requires an experienced Head of - Head of Engineering - Saas Company - Fully remote
168,DMO Product Development Engineer,Intel,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/DMO-Product-Development-Engineer-8782106.aspx,"Although not essential, an understanding of Circuit Test/Design, Semiconductor Device physics, Data Analytics, Scripting (Python, SQL, Perl and C, C#) would be very beneficial - Job Description Our Purpose: To bring smart, connected devices to every person on earth We lead the semiconductor industry by creating innovative - Job Description"
169,QA SDET,Reperio Human Capital Ltd,Updated 02/05/2022,https://www.irishjobs.ie/Jobs/QA-SDET-8772543.aspx,QA SDET - 12 Month Contract I have an exciting opportunity for two SDET's to join a new client of mine. My client are based in Dublin and will offer
170,Medical Device Software and Firmware Engineer,BD Medical,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Medical-Device-Software-and-Firmware-8772700.aspx,"Application Development: C++, C# or Python in an embedded environment - o GUI Development: C++, Python, OpenGL, DirectX - Job Description Summary Job Description Medical Device Software Engineer Intro Are you ready to make a difference in this world? Join Becton Dickinson - Job Description Summary - Job Description - Medical Device Software Engineer - Intro"
171,DevOps (CI/CD) Engineer,Intel,Updated 07/05/2022,https://www.irishjobs.ie/Jobs/DevOps-CI-CD-Engineer-8782678.aspx,"Experience with one or more scripting languages, Python preferred - Job Description You will be part of a global working environment with colleagues located around the globe. Joining us means joining a dynamic team at - Job Description - You will be part of a global working environment with colleagues located around the globe."
172,Medical Device Software and Firmware Engineer,BD Medical,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Medical-Device-Software-and-Firmware-8772700.aspx,"Application Development: C++, C# or Python in an embedded environment - o GUI Development: C++, Python, OpenGL, DirectX - Job Description Summary Job Description Medical Device Software Engineer Intro Are you ready to make a difference in this world? Join Becton Dickinson - Job Description Summary - Job Description - Medical Device Software Engineer - Intro"
173,Cybersecurity Engineer,Workday,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Cybersecurity-Engineer-8771948.aspx,"Proficient in at least one scripting language with the ability to apply automation to ensure desired and consistent security configurations are maintained. (Bash, Python, Ruby etc.) Do what you love. Love what you do. At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning"
174,QA SDET,Reperio Human Capital Ltd,Updated 02/05/2022,https://www.irishjobs.ie/Jobs/QA-SDET-8772543.aspx,QA SDET - 12 Month Contract I have an exciting opportunity for two SDET's to join a new client of mine. My client are based in Dublin and will offer
175,Automation Developer - Learn to use Appian!,Archer Recruitment,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Automation-Developer-Learn-to-use-8780804.aspx,"Some SQL and Python skills. ""Appian"" ""PowerApps"" ""Nintex"" ""Python"" ""SQL"" ""PowerAutomate"" ""Automation"" This is a great opportunity for an automation developer to join a very collaborative environment and - This is a great opportunity for an automation developer to join a very collaborative environment and develop niche skills in Appian tools."
176,SRE/DevOps Engineer,Intel,Updated 08/05/2022,https://www.irishjobs.ie/Jobs/SRE-DevOps-Engineer-8779217.aspx,"Proficient in one or more scripting languages (i.e. Python, Powershell, Bash, Groovy) Job Description We are seeking a motivated and experienced SRE/DevOps Engineer. The successful candidate will work within a global VPU DevOps team - Job Description - We are seeking a motivated and experienced SRE/DevOps Engineer."
177,Junior Service Technician - Cork,Hartley People,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Junior-Service-Technician-Cork-8781964.aspx,"Hartley People also recruit for similar roles such as Automation Engineer/Scientist, QA/QC Technician/Engineer, Quality Manager, IT Tech Support Technician/Engineer, Software Developer (.Net/Java/SQL/JavaScript/Python), Regulatory Affairs Specialist, Regulatory Affairs Manager, Validation/CSV Engineer."
178,Cloud Systems Engineer,EOLAS – IT RECRUITMENT SPECIALISTS JOBS,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Cloud-Systems-Engineer-8781758.aspx,"Knowledge of development practices and experience with Java, Python or Bash - My client are looking for a Cloud Systems Engineer to join their team on a permanent basis. Excellent opportunity with a well establish company. The - The position can be performed remotely - Job Responsibilities"
179,QA Test Engineer,Stelfox,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/QA-Test-Engineer-8773028.aspx,"Experience with a software programming language, Python would be a distinct advantage - QA / Quality Control Engineer We are looking for a Quality Assurance Engineer with experience in ensuring quality throughout the software development - QA / Quality Control Engineer"
180,Mid/Senior Ruby Engineers,Stelfox,Updated 27/04/2022,https://www.irishjobs.ie/Jobs/Mid-Senior-Ruby-Engineers-8777157.aspx,"Solid working knowledge of other modern web frameworks such as Python, Flask, Django, TypeScript/ Javascript, Node.js, GraphQL. Our client’s innovative technology platform connects global supply chain ecosystems to help provide risk management and the real-time visibility of cargo in transit."
181,Senior Investment Consultant,Oliver James,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Senior-Investment-Consultant-8780331.aspx,"A high level of proficiency with Microsoft applications including Excel, Powerpoint and Word is required while experience with Bloomberg, MSCI BarraOne, RiskMetrics, R, Python or similar would be beneficial; Job Title: Investment Management Senior Consultant for the Management Company Key responsibilities: Analysing the investment performance of client"
182,Backend Software Engineer - Go - Remote,Stelfox,Updated 26/04/2022,https://www.irishjobs.ie/Jobs/Backend-Software-Engineer-Go-Remote-8777015.aspx,"Development experience (C, Node, Python, Go, Java, etc.) Backend Developer – 100% remote Stelfox has partnered with a leading digital banking platform provider. This platform gives financial institutions the - Backend Developer – 100% remote - Stelfox has partnered with a leading digital banking platform provider."
183,Database Engineer - Remote,Stelfox,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/Database-Engineer-Remote-8778564.aspx,"Experience with Python scripting - Our client delivers some of the industry’s most accurate and actionable sales-driven data insights to global brands and retailers such as L'Oréal, Nestlé, and Adidas."
184,"Software Engineer, Data - 100% remote",Stelfox,Updated 27/04/2022,https://www.irishjobs.ie/Jobs/Software-Engineer-Data-100-remote-8777153.aspx,"Write and maintain containerized (e.g. Docker/k8s) ETL code using Python, R, or other programming language(s). * 3+ years of experience in a high-level programming language (e.g. Python, Scala, R, Ruby etc). Software engineer data python"
185,Devops Engineer x 3 - Dublin - €75-85K,Senitor Associates,Updated 07/05/2022,https://www.irishjobs.ie/Jobs/Devops-Engineer-x-3-Dublin-8774650.aspx,Strong scripting skills via Python and BASH is essential - Devops Dublin AWS Kubernetes Linux BASH Python Senitor are currently working with a leading provider of digital commerce solutions. They're recruiting for 3 DevOps Engineers with AWS experience to
186,Data Engineering Manager,Reperio Human Capital Ltd,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Data-Engineering-Manager-8780151.aspx,Programming experience with SPARKSQL in addition to Python and/or Scala - SQL Spark AWS Scala ETL Data Python I'm working closely with a leading global professional services firm based in Dublin who have a new requirement for a Data Engineering Manager to join their cloud-based analytics team.
187,Systems Engineer,Reperio Human Capital Ltd,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Systems-Engineer-8780136.aspx,"Strong scripting skills - Bash/Python/Perl - Are you currently working in a big organisation and feeling like you're being pigeonholed and not given the freedom to work on the variety of tools and tech that you would like? If that's the case, this role would be the perfect move for you."
188,Reliability Engineer,Lotusworks,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Reliability-Engineer-8772128.aspx,"Proficiency in performing reliability statistical analysis and/or using related languages/tools (i.e. Python, R, etc.) Your Job Purpose As a Reliability Engineer working with the LotusWorks team, you will directly support MNC clients at multiple sites locations - Your Job Purpose"
189,Deep Learning Hardware Design Engineer,Intel,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Deep-Learning-Hardware-Design-Engineer-8782108.aspx,"Preferred Requirements:1 to 5 years of direct industry experience or internship experience is applicableA background in RTL level Digital IC Design using System Verilog and/or Verilog ASIC and/or SoC design experienceExperience in unit level validation environment development, test plan generation and test case implementation for the verification ..."
190,Product Development Engineer,Intel,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Product-Development-Engineer-8780428.aspx,"Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top Education RequirementsBachelors' degree in Electrical Engineering, Computer Engineering, Computer Science, or related fieldMinimum Qualifications3+ years of experience in:IC design or testingData analysisPreferred ..."
191,Software Validation Lead,Intel,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Software-Validation-Lead-8780423.aspx,"Python, PowerShell scripting - Job Description Leading the quality assurance of software activities through test design and validation strategies for Intel's QuickAssist Technology. Job Description - Leading the quality assurance of software activities through test design and validation strategies for Intel's QuickAssist Technology."
192,Automation Engineer,Intel,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/Automation-Engineer-8780421.aspx,"Minimum BS.c./ BA degree in Information Systems, Computer Science, Computer Engineering, Systems Engineering or another relevant engineering field, Any working experience in IT will be knowledge such as data-modeling, SQL Language (PL SQL, T-SQL), .NET VB, coding languages like C Sharp, Python and Microsoft development tools is an ..."
193,Software Developer,Recruiters – Looking For You,Updated 25/04/2022,https://www.irishjobs.ie/Jobs/Software-Developer-8775786.aspx,"Junior Software Engineer (Python) My client is an online professional service company that connects millions of people worldwide, presenting them with - Junior Software Engineer (Python)"
194,Senior Systems Administrator,Reperio Human Capital Ltd,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/Senior-Systems-Administrator-8771229.aspx,"Scripting - PowerShell, Bash, Python Senior Systems Admin 12 Month Rolling Contact Dublin City Centre / Remote We have a remote role available for an experienced IT Sys Admin with a - Senior Systems Admin - 12 Month Rolling Contact - Dublin City Centre / Remote - We have a remote role available for an experienced IT Sys Admin with a Dublin tech giant."
195,Software Developer,Brightwater,Updated 26/04/2022,https://www.irishjobs.ie/Jobs/Software-Developer-8776418.aspx,3+ years experience in Python or similar (e.g. C# or Java). Fluency in Python advantageous. Python SQL RDBMS Python C# Java Testing - About the Company - My client is one of the largest and most successful banks in the world with offices in Dublin.
196,"Senior Manager, Data Analytics and Insights",Alexion Pharmaceuticals,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/Senior-Manager-Data-Analytics-and-8782966.aspx,"Data science background (e.g., Python, SAS, SQL, Tableau etc.) Some opportunities happen only once in a lifetime - like a job where you have the chanceto change lives. At Alexion, people living with rare and - At Alexion, people living with rare and devastating diseases are our Guiding Star."
197,Test Automation Engineer,Reperio Human Capital Ltd,Updated 30/04/2022,https://www.irishjobs.ie/Jobs/Test-Automation-Engineer-8772248.aspx,Experience in programming languages such as Python and Java - Role: QA Test Automation Engineer Type: Contract The Company: My client are an exciting and well established company. They are committed to hiring the - Role: QA Test Automation Engineer - Type: Contract - My client are an exciting and well established company.
198,Senior Modelling Analyst,Bord Gais Energy,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/Senior-Modelling-Analyst-8779992.aspx,"Proficiency in manipulation and analysing of large data sets (using Python, SQL,, or similar programming language) R0022829 Assets & Trading - Dublin/Cork - Permanent - Reporting to: Modelling Lead - Bord Gáis Energy generates, sells and trades energy for use in the Republic of Ireland."
199,Lead Engineer - Machine Learning,Tata Consultancy Services,Updated 09/05/2022,https://www.irishjobs.ie/Jobs/Lead-Engineer-Machine-Learning-8779929.aspx,"Advanced proficiency with Python framework, Java, and Scala. Job Title: Lead Engineer - Machine Learning Job Type: Permanent Job Location: Letterkenny, Co. Donegal (remote working available) Are you keen to lead - Job Title: Lead Engineer - Machine Learning - Job Type: Permanent - Job Location: Letterkenny, Co. Donegal (remote working available)"
200,Data Analyst,Lotusworks,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Data-Analyst-8781053.aspx,"3+ years experience using statistical analysis languages (R, Python, etc.). Role Purpose: The Data Analysts will lead data analytics across client accounts and support business unit partners in establishing consistent"
201,"Cyber Defense SOC Manager, VP",State Street,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/Cyber-Defense-SOC-Manager-VP-8784073.aspx,"Software development and/or scripting experience a plus: Python, Powershell, SQL etc. Who are we looking for: State Street seeks to recruit a Manager for the Cyber Security Operations Center (SOC). The Cyber SOC leads the triage, State Street seeks to recruit a Manager for the Cyber Security Operations Center (SOC)."
202,Software Engineer,Stelfox,Updated 27/04/2022,https://www.irishjobs.ie/Jobs/Software-Engineer-8777190.aspx,"Their engineering plans include rebuilding their systems using modern back-end programming languages including Python. Python is predominantly used and Java, but we are happy to talk to you if you’re coming from a different background as long as you can write good clean code. Our client provides a monthly"
203,Senior Analyst Model Validation,PERMANENT TSB,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Senior-Analyst-Model-Validation-8781654.aspx,"Experience of general programming in any language, e.g., Python, Java, MATLAB, etc.; Permanent TSB is one of Ireland's leading retail and SME banks, with an innovative range of products and services powered through an evolving digital landscape, our focus is centered on ensuring we deliver what our customers, colleagues and communities need to be successful."
204,Associate Data Analyst,The Central Bank of Ireland,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/Associate-Data-Analyst-8783755.aspx,"This may include experience with data/statistical analysis tools (e.g. R), programming languages (e.g. Python), relational database management (SQL), and business intelligence reporting/visualisation tools (e.g. PowerBI)."
205,IFRS9 Model Manager,Grant Thornton,Updated 08/05/2022,https://www.irishjobs.ie/Jobs/IFRS9-Model-Manager-8782826.aspx,"Strong ability to utilise statistical/ coding packages such as (SAS, R, Python,VBA, C++) The role: We are seeking to recruit a Manger for the Grant Thornton Quantitative Risk Advisory Services team within Financial Services Advisory. This"
206,Data Analyst,Reperio Human Capital Ltd,Updated 28/04/2022,https://www.irishjobs.ie/Jobs/Data-Analyst-8778420.aspx,Data Analyst An opportunity has come up to work with one of the market leaders in the financial sector. Within this organisation you will be coming in
207,DevOps Software Engineer,Workday,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/DevOps-Software-Engineer-8781887.aspx,"Bash and Python. Do what you love. Love what you do. At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning - At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning into a single enterprise cloud. We work hard, and we're serious about what we do."
208,Embedded Test Engineer (Manufacturing),Viotas,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Embedded-Test-Engineer-Manufacturing-8777447.aspx,"Knowledge standard test environment (e.g., LabView, Python), Embedded Test Engineer in Manufacturing Overview: We are currently looking for an Embedded Test Engineer for our headquarters in Limerick. The - Embedded Test Engineer in Manufacturing - We are currently looking for an Embedded Test Engineer for our headquarters in Limerick."
209,DevOps Engineer Lead,LINCOLN RECRUITMENT SPECIALISTS,Updated 08/05/2022,https://www.irishjobs.ie/Jobs/DevOps-Engineer-Lead-8775075.aspx,"Full design and implementation of Devops pipelines to validate, build, test, and deploy different content such as scale packages, python packages, docker containers * Solid knowledge of Python, PySpark, Scala - Job Description: Our client operates within the energy industry as a power management company. They have their Centre for Intelligent Power located at"
210,BI Developer with Power BI,REALTIME recruitment,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/BI-Developer-with-Power-BI-8771129.aspx,Excellent working knowledge of Power BI-create DAX functions/Python/SQL - Power BI-Dax Python SQL - Want to work in one of the best workplaces in Ireland?? Industry giant looking for a BI Developer to join their Irish operation. Work within the - Work within the Business Intelligence team-deliver and implement transformation projects.
211,Cloud Engineer,Cpl Resources,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/Cloud-Engineer-8778812.aspx,"Strong hands-on experience with two or more languages C#, Powershell, .Net, Python, Java, Go, etc - As a Cloud Engineer, you will be an integral member of the dynamic Azure squad continuously innovating and improving our client's capabilities to enable the acceleration of the company's journey to the cloud."
212,Hardware Engineer,TOMRA,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Hardware-Engineer-8779851.aspx,Experience with scripting languages like Python or Matlab is considered a plus. About Us: TOMRA Sorting Solutions is a global market leader in the development of state-of-the-art sensor-based sorting and processing technologies
213,Front End Web Developer,HedgeServ,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Front-End-Web-Developer-8781100.aspx,"The candidate will build applications for processing financial transaction data and work closely with our back-end python developers, business analysts, QA developers and DevOps. Company Description HedgeServ is a leading global fund administrator with more than $450 billion in assets under administration across all investment - Company Description"
214,Senior Data Analytics Engineer,Spanish Point Technologies,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Senior-Data-Analytics-Engineer-8779574.aspx,"Some experience in Databricks/Spark programming, preferably Python Microsoft Developer Data Analytics Business Intelligence Data Analyst Azure SQL Python Spanish Point Technologies – Senior Data Analytics Engineer Title: Senior Data Analytics Engineer Location: Dublin Job type: Permanent full-time - Spanish Point Technologies – Senior Data Analytics Engineer"
215,Mid-Level Back-End Engineer,Stelfox,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/Mid-Level-Back-End-Engineer-8771161.aspx,"Solid knowledge of Python or Java programming, REST APIs, and Microservices architecture - An exciting Software Engineering opportunity with a leading U.S eCommerce company as they continue to build out their European Tech Hub in Dublin city. Our client provides a monthly subscription service to over 2 million customers in the US."
216,"Consultant, Business Analyst, Front Office Solutions (Hybrid)",Northern Trust,Updated 10/05/2022,https://www.irishjobs.ie/Jobs/Consultant-Business-Analyst-Front-Office-8772609.aspx,"• Working knowledge of Alteryx, Power BI and Microsoft SQL server, knowledge of Python a plus. About Northern Trust: Northern Trust provides innovative financial services and guidance to corporations, institutions and affluent families and"
217,Senior Software Engineer,Stelfox,Updated 25/04/2022,https://www.irishjobs.ie/Jobs/Senior-Software-Engineer-8775720.aspx,"Their engineering plans include rebuilding their systems using modern back-end programming languages including Python. They predominantly use Python and Java, but they are happy to talk to you if you’re coming from a different background as long as you can write good clean code. software engineer backend developer Python Our client provides a"
218,Investment Operations | Asset Management,Savvi Recruitment Consultants,Updated 28/04/2022,https://www.irishjobs.ie/Jobs/Investment-Operations-Asset-Management-8770493.aspx,Knowledge of Python and/or SQL Database ideally - Our client is a leading global asset manager with a signifcant front office presence in Dublin. They are hoping to hire an Investment Support Analyst - They are hoping to hire an Investment Support Analyst to join their trading and portfolio management team.
219,IT Technician,EOLAS – IT RECRUITMENT SPECIALISTS JOBS,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/IT-Technician-8781224.aspx,"Scripting languages such as Python or PowerShell - My Dublin-based client is actively recruiting an IT Technician to join their team. Job Overview Conduct inventory, carry out maintenance, implement - Job Overview * Conduct inventory, carry out maintenance, implement troubleshooting, and repair all critical hardware."
220,Accounts Systems Analyst,Eirkoo,Updated 30/04/2022,https://www.irishjobs.ie/Jobs/Accounts-Systems-Analyst-8772015.aspx,"Experience with SQL as well as R, Python or SAS - An exciting opportunity to join a modern financial services company. This role would suit a motivated individual who is keen to progress within the - This role would suit a motivated individual who is keen to progress within the industry and advance their knowledge in providing financial solutions."
221,Senior Fullstack Software Engineer,Stelfox,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Senior-Fullstack-Software-Engineer-8773212.aspx,"Coding ability with backend languages, particularly Python. Python React Microservices - Fullstack Software Engineer My client are a San Francisco formed company with a presence in Europe who are now forming as new Irish team. We are - Fullstack Software Engineer"
222,Data Engineer with Visualisation skills-SQL and AWS,REALTIME recruitment,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/Data-Engineer-with-Visualisation-skills-8778955.aspx,"Proficiency in Python “The only way to do great work is to love what you do. If you haven’t found it yet, keep looking. Don’t settle” Steve Jobs Data Engineer required to - Don’t settle” Steve Jobs - Data Engineer required to join an Organisation in an international expansion phase."
223,Biostatistician,Reperio Human Capital Ltd,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/Biostatistician-8778717.aspx,Experience with R and Python very desirable - SAS SPSS Stata R Statistics Maths Python I am working exclusively with one of Europe's leading clinical trials organisations who have a fresh requirement for a talented Biostatistician to join their growing team in Dublin City Centre
224,Full Stack Software Developer,KPMG,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Full-Stack-Software-Developer-8781189.aspx,"Python Experience - Javascript Python Designing systems - Are you an experienced Full Stack Software Developer with excellent communication and project management skills? Do you work in a manner that favours * Do you work in a manner that favours the creation of development standards, reviews, and documentation of procedures?"
225,DevOps Engineer with AWS & Kubernetes,Stelfox,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/DevOps-Engineer-with-AWS-Kubernetes-8773547.aspx,"Python and Bash scripting skills - Stelfox has partnered with a world-leading eCommerce Analytics platform company that delivers accurate and actionable sales-driven data insights to global brands and retailers such as L’Oréal, Nestlé, and Adidas. The Dir."
226,"Incident Response – Consultants, Managers, Senior Managers",Career Steps,Updated 07/05/2022,https://www.irishjobs.ie/Jobs/Incident-Response-Consultants-Managers-Senior-8774446.aspx,"Coding experience with one or more programming/query languages, e.g. Python, SQL - Due to incredible demand and growth, on behalf of our clients, we are recruiting at various levels for Incident Response. Appointments will be made at Consultant, Senior Consultant, Manager, Senior Manager and Associate Director level."
227,Senior Systems Engineer,PE Global,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Senior-Systems-Engineer-8780019.aspx,"Ability to develop Python code to run on Raspberry Pi OS for various applications throughout the plant * NET/C#/Python proficient - The Senior Systems Engineer will be responsible for development, support and maintenance of Business Intelligent systems and implementation and roll out of business systems for the site."
228,Data Scientist - Innovative Predictive Projects!,Archer Recruitment,Updated 30/04/2022,https://www.irishjobs.ie/Jobs/Data-Scientist-Innovative-Predictive-Projects-8771677.aspx,You will be joining a team of Data Scientists to use Python to deploy data science projects on an AWS platform. * Good Python skills. 'Data Science' 'Python' 'AWS' Data Analysis' ''Machine Learning' 'Artificial Intelligence 'NLP' This is a great opportunity for a Data Scientist to use AI for natural language
229,Cloud Devops Engineer,Workday,Updated 05/05/2022,https://www.irishjobs.ie/Jobs/Cloud-Devops-Engineer-8781508.aspx,"Proficient in at least one of the following languages: Ruby, Go, or Python. Do what you love. Love what you do. At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning"
230,Data Scientist,Sanderson Recruitment (Ireland) Limited,Updated 29/04/2022,https://www.irishjobs.ie/Jobs/Data-Scientist-8779069.aspx,"Proven experience using Python and Deep Learning required - The Sanderson are working alongside a leading insurance provider to recruit a Data Scientist to join their Data Analytics team. The successful candidate will work as part of a team of data scientists, data engineers, and actuaries, - and will report to the Data Analytics Manager."
231,"DevOps Engineer (Linux, AWS) : Remote/Ireland to €105,000",FRS Recruitment,Updated 27/04/2022,https://www.irishjobs.ie/Jobs/DevOps-Engineer-Linux-AWS-Remote-8777146.aspx,"Scripting in Python or Bash. DevOps Engineer : Remote/Ireland to €105,000 DOE - I am working with this cutting edge SaaS Company in their quest to find an experienced DevOps Engineer who will be part of a cross functional team who ensure the infrastructure and pipelines for deployment are secure, maintainable, cost efficient, performant and scalable."
232,Security Data Scientist,Osborne,Updated 03/05/2022,https://www.irishjobs.ie/Jobs/Security-Data-Scientist-8779620.aspx,"· Experience with SQL, Python"
233,QA Engineer - Product Adoption,Workday,Updated 04/05/2022,https://www.irishjobs.ie/Jobs/QA-Engineer-Product-Adoption-8780978.aspx,"1 year of experience in Automation or Proficiency in Programming language (e.g. Java or Python) Do what you love. Love what you do. At Workday, we help the world's largest organizations adapt to what's next by bringing finance, HR, and planning"
234,"Sr Manager, Manufacturing Intelligence",Pfizer Ireland Pharmaceuticals,Updated 06/05/2022,https://www.irishjobs.ie/Jobs/Sr-Manager-Manufacturing-Intelligence-8778210.aspx,"Hands-on experience with any of the following programming languages: Python, Java, R - Role will be closed 13th May 2022. ROLE SUMMARY The Digital Manufacturing Intelligence (MI) team supports internal customers, network of Pfizer Global"
235,Data Engineering Manager,LINCOLN RECRUITMENT SPECIALISTS,Updated 30/04/2022,https://www.irishjobs.ie/Jobs/Data-Engineering-Manager-8771710.aspx,"3+ years' programming experience with Scala, SPARKSQL and Python Python AWS Scala - Our client is one of Ireland's largest and fastest growing professional services firms speacialising in insurance solutions. They are currently"
